Date Time,A1(5),A2(15),A3(25),A4(35),A5(45),A6(55),A7(65),A8(75),A9(85),A10(95),A11(105),A12(115)
16/5/2022 20:30,31.97,30.214,28.095,19.324,12.859,16.293,21.185,27.797,30.351,31.574,30.772,31.611
16/5/2022 21:00,32.018,30.261,28.122,19.341,12.884,16.361,22.726,28.193,30.541,31.613,30.811,31.6
16/5/2022 21:30,32.052,30.334,28.171,19.389,12.946,16.511,24.116,28.447,30.575,31.624,30.916,31.588
16/5/2022 22:00,32.086,30.386,28.23,19.436,12.971,16.771,25.373,28.69,30.575,31.624,31.021,31.611
16/5/2022 22:30,32.127,30.438,28.257,19.458,13.008,17.194,26.395,28.876,30.536,31.613,31.066,31.646
16/5/2022 23:00,32.175,30.485,28.298,19.501,13.083,17.835,27.091,29.027,30.541,31.58,31.093,31.716
16/5/2022 23:30,32.182,30.532,28.339,19.548,13.129,18.7,27.599,29.103,30.485,31.536,31.047,31.786
17/5/2022 0:00,32.196,30.574,28.361,19.583,13.199,19.749,27.935,29.232,30.519,31.443,31.001,31.833
17/5/2022 0:30,32.209,30.615,28.388,19.617,13.266,21.05,28.231,29.232,30.452,31.41,30.916,31.873
17/5/2022 1:00,32.223,30.615,28.411,19.652,13.35,22.331,28.44,29.243,30.485,31.372,30.831,31.891
17/5/2022 1:30,32.202,30.647,28.429,19.665,13.476,23.618,28.634,29.197,30.452,31.306,30.759,31.903
17/5/2022 2:00,32.202,30.678,28.456,19.704,13.649,24.824,28.812,29.238,30.441,31.317,30.661,31.873
17/5/2022 2:30,32.202,30.689,28.474,19.726,13.865,25.879,28.959,29.179,30.452,31.295,30.602,31.815
17/5/2022 3:00,32.196,30.725,28.483,19.752,14.122,26.747,29.107,29.179,30.424,31.263,30.576,31.734
17/5/2022 3:30,32.196,30.757,28.497,19.774,14.441,27.403,29.207,29.185,30.441,31.279,30.543,31.629
17/5/2022 4:00,32.202,30.762,28.52,19.808,14.786,27.913,29.34,29.173,30.441,31.29,30.511,31.513
17/5/2022 4:30,32.202,30.751,28.533,19.869,15.161,28.376,29.446,29.173,30.424,31.246,30.446,31.414
17/5/2022 5:00,32.202,30.799,28.565,19.882,15.522,28.707,29.525,29.179,30.429,31.246,30.446,31.356
17/5/2022 5:30,32.223,30.82,28.52,19.935,15.855,28.972,29.6,29.197,30.429,31.268,30.439,31.321
17/5/2022 6:00,32.202,30.835,28.542,19.97,16.169,29.191,29.653,29.226,30.418,31.208,30.4,31.298
17/5/2022 6:30,32.189,30.861,28.538,20.044,16.407,29.411,29.68,29.226,30.429,31.208,30.413,31.258
17/5/2022 7:00,32.196,30.856,28.565,20.053,16.669,29.579,29.706,29.249,30.446,31.23,30.42,31.229
17/5/2022 7:30,32.107,30.872,28.551,20.127,16.845,29.752,29.738,29.255,30.457,31.219,30.394,31.229
17/5/2022 8:00,32.073,30.872,28.547,20.136,17.041,29.852,29.733,29.243,30.463,31.203,30.368,31.217
17/5/2022 8:30,31.984,30.861,28.547,20.193,17.149,29.953,29.733,29.261,30.457,31.213,30.348,31.183
17/5/2022 9:00,31.909,30.84,28.524,20.215,17.299,30.048,29.754,29.273,30.474,31.23,30.329,31.183
17/5/2022 9:30,31.847,30.84,28.547,20.272,17.398,30.111,29.797,29.279,30.485,31.246,30.342,31.2
17/5/2022 10:00,31.766,30.809,28.556,20.32,17.492,30.239,29.818,29.325,30.513,31.268,30.355,31.177
17/5/2022 10:30,31.684,30.772,28.529,20.346,17.639,30.297,29.856,29.366,30.53,31.263,30.381,31.177
17/5/2022 11:00,31.521,30.736,28.511,20.373,17.724,30.356,29.909,29.39,30.558,31.295,30.4,31.183
17/5/2022 11:30,31.406,30.71,28.502,20.408,17.834,30.43,29.93,29.437,30.575,31.317,30.413,31.194
17/5/2022 12:00,31.318,30.615,28.461,20.417,17.896,30.462,29.941,29.46,30.586,31.29,30.433,31.217
17/5/2022 12:30,31.183,30.516,28.397,20.43,17.972,30.494,29.989,29.449,30.575,31.301,30.413,31.188
17/5/2022 13:00,31.089,30.443,28.339,20.417,18.049,30.478,30,29.437,30.564,31.301,30.381,31.2
17/5/2022 13:30,31.035,30.365,28.248,20.443,18.087,30.515,29.984,29.431,30.558,31.29,30.381,31.148
17/5/2022 14:00,30.921,30.276,28.176,20.439,18.154,30.52,29.952,29.437,30.558,31.312,30.348,31.154
17/5/2022 14:30,30.807,30.209,28.113,20.439,18.207,30.51,29.93,29.472,30.575,31.295,30.342,31.136
17/5/2022 15:00,30.76,30.105,28.041,20.421,18.251,30.499,29.925,29.455,30.58,31.279,30.342,31.131
17/5/2022 15:30,30.719,30.043,27.942,20.417,18.279,30.515,29.914,29.419,30.575,31.273,30.348,31.119
17/5/2022 16:00,30.693,29.95,27.879,20.408,18.333,30.499,29.909,29.419,30.564,31.284,30.322,31.108
17/5/2022 16:30,30.693,29.882,27.798,20.382,18.361,30.457,29.888,29.402,30.524,31.284,30.322,31.102
17/5/2022 17:00,30.746,29.825,27.699,20.364,18.386,30.467,29.888,29.396,30.552,31.263,30.329,31.102
17/5/2022 17:30,30.84,29.774,27.646,20.368,18.41,30.414,29.882,29.408,30.53,31.268,30.335,31.079
17/5/2022 18:00,30.961,29.738,27.601,20.364,18.444,30.387,29.856,29.384,30.536,31.279,30.335,31.073
17/5/2022 18:30,31.075,29.702,27.534,20.373,18.448,30.366,29.824,29.349,30.519,31.257,30.335,31.056
17/5/2022 19:00,31.183,29.722,27.472,20.364,18.473,30.308,29.808,29.361,30.519,31.257,30.335,31.056
17/5/2022 19:30,31.264,29.727,27.463,20.377,18.487,30.265,29.749,29.361,30.513,31.257,30.316,31.038
17/5/2022 20:00,31.305,29.727,27.409,20.382,18.541,30.255,29.733,29.284,30.497,31.257,30.303,31.033
17/5/2022 20:30,31.4,29.748,27.4,20.421,18.574,30.191,29.685,29.29,30.48,31.241,30.296,31.021
17/5/2022 21:00,31.393,29.758,27.36,20.412,18.633,30.154,29.658,29.279,30.452,31.219,30.283,31.027
17/5/2022 21:30,31.386,29.758,27.342,20.434,18.672,30.138,29.605,29.255,30.441,31.219,30.29,31.004
17/5/2022 22:00,31.521,29.779,27.347,20.461,18.691,30.09,29.605,29.208,30.429,31.192,30.283,31.015
17/5/2022 22:30,31.582,29.789,27.338,20.47,18.745,30.053,29.547,29.173,30.379,31.186,30.264,31.004
17/5/2022 23:00,31.711,29.794,27.325,20.487,18.774,30.043,29.536,29.109,30.368,31.137,30.244,30.986
17/5/2022 23:30,31.793,29.836,27.316,20.505,18.803,30.032,29.483,29.103,30.335,31.126,30.244,30.992
18/5/2022 0:00,31.888,29.877,27.311,20.51,18.852,30,29.483,29.027,30.323,31.11,30.231,30.998
18/5/2022 0:30,31.957,29.913,27.311,20.536,18.891,30.011,29.43,29.033,30.295,31.083,30.199,30.923
18/5/2022 1:00,32.052,29.97,27.289,20.589,18.999,30,29.403,29.033,30.245,31.072,30.18,30.906
18/5/2022 1:30,32.032,30.022,27.521,20.726,19.21,29.979,29.35,28.922,30.195,31.007,30.121,30.86
18/5/2022 2:00,31.481,29.8,27.231,20.54,19.309,29.926,29.234,28.823,30.123,30.936,30.044,30.797
18/5/2022 2:30,30.02,29.686,26.939,20.25,19.141,29.889,29.165,28.771,30.051,30.876,29.972,30.728
18/5/2022 3:00,28.635,29.342,26.595,19.843,18.803,29.821,29.075,28.684,29.984,30.811,29.895,30.688
18/5/2022 3:30,27.298,28.861,25.978,19.075,17.939,29.715,29.038,28.591,29.917,30.746,29.85,30.642
18/5/2022 4:00,25.965,28.012,25.088,18.082,16.264,29.102,28.933,28.528,29.834,30.665,29.785,30.584
18/5/2022 4:30,24.82,27.099,24.09,17.379,14.045,27.277,28.796,28.533,29.751,30.573,29.727,30.504
18/5/2022 5:00,24.052,26.302,23.33,16.894,11.76,23.295,28.388,28.435,29.685,30.519,29.663,30.453
18/5/2022 5:30,23.496,25.598,22.736,16.551,10.321,18.303,27.661,28.371,29.685,30.481,29.599,30.396
18/5/2022 6:00,23.046,24.912,22.21,16.287,9.753,14.616,26.047,28.089,29.635,30.416,29.554,30.339
18/5/2022 6:30,22.664,24.385,21.781,16.052,9.485,12.677,23.32,27.494,29.525,30.357,29.503,30.31
18/5/2022 7:00,22.297,23.905,21.385,15.902,9.299,11.773,19.639,26.618,29.398,30.309,29.445,30.202
18/5/2022 7:30,21.972,23.551,20.995,15.725,9.156,11.358,15.954,25.061,29.069,30.282,29.349,30.139
18/5/2022 8:00,21.599,23.231,20.668,15.584,9.05,11.122,13.444,21.997,27.656,30.115,29.317,30.082
18/5/2022 8:30,21.222,22.996,20.351,15.452,8.931,10.936,12.28,17.744,24.374,29.73,29.253,29.952
18/5/2022 9:00,20.803,22.748,20.067,15.323,8.843,10.794,11.792,14.518,19.42,28.866,29.112,30.23
18/5/2022 9:30,20.416,22.51,19.823,15.227,8.749,10.687,11.543,12.93,14.847,26.886,28.807,30.19
18/5/2022 10:00,20.038,22.305,19.615,15.118,8.659,10.571,11.393,12.235,12.093,23.014,28.044,30.151
18/5/2022 10:30,19.652,22.097,19.439,15.007,8.59,10.468,11.268,11.872,10.817,18.284,26.587,29.697
18/5/2022 11:00,19.291,21.898,19.248,14.915,8.535,10.382,11.161,11.673,10.249,14.841,23.738,29.078
18/5/2022 11:30,18.965,21.705,19.081,14.8,8.463,10.306,11.078,11.549,9.982,13.107,19.636,27.349
18/5/2022 12:00,18.68,21.522,18.933,14.72,8.395,10.218,10.992,11.437,9.833,12.346,16.281,23.622
18/5/2022 12:30,18.375,21.366,18.816,14.636,8.341,10.129,10.91,11.36,9.705,11.97,14.565,19.48
18/5/2022 13:00,18.088,21.183,18.692,14.522,8.286,10.055,10.822,11.279,9.638,11.761,13.847,16.716
18/5/2022 13:30,17.845,21.033,18.568,14.45,8.229,9.986,10.751,11.195,9.571,11.623,13.514,15.35
18/5/2022 14:00,17.593,20.883,18.456,14.36,8.182,9.915,10.67,11.134,9.511,11.525,13.329,14.769
18/5/2022 14:30,17.416,20.733,18.347,14.273,8.135,9.864,10.616,11.088,9.464,11.431,13.208,14.468
18/5/2022 15:00,17.255,20.601,18.251,14.198,8.094,9.806,10.568,11.005,9.411,11.358,13.091,14.28
18/5/2022 15:30,17.079,20.483,18.176,14.108,8.044,9.761,10.521,10.952,9.355,11.295,13.002,14.149
18/5/2022 16:00,16.93,20.352,18.058,14.045,7.984,9.684,10.451,10.884,9.312,11.243,12.918,14.044
18/5/2022 16:30,16.791,20.243,17.984,13.955,7.934,9.636,10.387,10.839,9.262,11.181,12.842,13.943
18/5/2022 17:00,16.694,20.139,17.888,13.881,7.901,9.601,10.337,10.763,9.216,11.119,12.767,13.83
18/5/2022 17:30,16.617,20.022,17.792,13.826,7.854,9.531,10.291,10.741,9.174,11.074,12.71,13.745
18/5/2022 18:00,16.566,19.927,17.711,13.726,7.802,9.487,10.241,10.688,9.134,11.023,12.639,13.677
18/5/2022 18:30,16.536,19.832,17.638,13.663,7.762,9.439,10.198,10.651,9.089,10.978,12.591,13.601
18/5/2022 19:00,16.5,19.755,17.557,13.608,7.726,9.389,10.139,10.614,9.056,10.937,12.529,13.518
18/5/2022 19:30,16.48,19.677,17.492,13.523,7.686,9.341,10.102,10.565,9.03,10.9,12.477,13.446
18/5/2022 20:00,16.424,19.617,17.411,13.454,7.644,9.31,10.056,10.51,8.991,10.855,12.438,13.378
18/5/2022 20:30,16.434,19.557,17.328,13.395,7.598,9.26,10.007,10.473,8.962,10.811,12.385,13.331
18/5/2022 21:00,16.399,19.485,17.266,13.344,7.566,9.216,9.961,10.436,8.929,10.774,12.324,13.244
18/5/2022 21:30,16.368,19.442,17.183,13.271,7.523,9.166,9.912,10.38,8.897,10.723,12.289,13.189
18/5/2022 22:00,16.303,19.382,17.118,13.213,7.488,9.135,9.866,10.328,8.855,10.689,12.246,13.126
18/5/2022 22:30,16.282,19.314,17.074,13.177,7.449,9.088,9.83,10.284,8.823,10.645,12.203,13.067
18/5/2022 23:00,16.272,19.263,16.991,13.119,7.413,9.035,9.778,10.251,8.794,10.621,12.159,13.012
18/5/2022 23:30,16.247,19.208,16.937,13.064,7.384,9.001,9.73,10.211,8.755,10.574,12.121,12.961
19/5/2022 0:00,16.227,19.152,16.894,13.028,7.346,8.961,9.694,10.171,8.73,10.534,12.056,12.922
19/5/2022 0:30,16.192,19.106,16.826,12.978,7.333,8.933,9.652,10.141,8.698,10.507,12.047,12.871
19/5/2022 1:00,16.187,19.068,16.794,12.931,7.301,8.89,9.61,10.112,8.656,10.476,11.991,12.809
19/5/2022 1:30,16.177,19.042,16.761,12.909,7.269,8.862,9.584,10.061,8.64,10.44,11.974,12.763
19/5/2022 2:00,16.151,19.038,16.729,12.863,7.243,8.829,9.552,10.047,8.608,10.406,11.936,12.724
19/5/2022 2:30,16.182,19.034,16.676,12.83,7.211,8.792,9.51,9.985,8.564,10.359,11.906,12.677
19/5/2022 3:00,16.217,19.038,16.633,12.798,7.195,8.767,9.491,9.959,8.554,10.333,11.867,12.639
19/5/2022 3:30,16.409,18.991,16.583,12.748,7.173,8.749,9.446,9.916,8.513,10.309,11.846,12.592
19/5/2022 4:00,32.018,30.851,28.063,14.161,7.135,8.718,9.411,9.916,8.484,10.279,11.803,12.558
19/5/2022 4:30,32.018,30.919,29.039,20.241,13.333,12.58,9.411,9.855,8.484,10.256,11.773,12.523
19/5/2022 5:00,32.12,30.94,29.021,20.215,13.594,16.902,15.68,10.692,8.472,10.213,11.726,12.488
19/5/2022 5:30,32.23,30.909,28.989,20.092,13.568,17.079,17.543,16.445,10.926,10.24,11.696,12.427
19/5/2022 6:00,32.312,30.909,28.829,20.018,13.45,17.025,17.581,17.707,15.152,13.976,12.155,12.442
19/5/2022 6:30,32.36,30.888,28.802,19.983,13.379,16.939,17.559,17.716,15.718,17.002,16.483,15.654
19/5/2022 7:00,32.429,30.93,28.77,19.978,13.362,16.886,17.534,17.74,15.727,17.324,17.936,18.861
19/5/2022 7:30,32.381,30.919,28.747,19.97,13.329,16.824,17.479,17.716,15.706,17.358,18.091,19.34
19/5/2022 8:00,32.264,30.94,28.756,19.956,13.283,16.759,17.433,17.679,15.664,17.32,18.08,19.358
19/5/2022 8:30,32.093,30.94,28.783,19.952,13.304,16.771,17.4,17.651,15.66,17.291,18.06,19.335
19/5/2022 9:00,31.854,30.982,28.774,19.874,13.208,16.661,17.332,17.609,15.627,17.295,18.075,19.321
19/5/2022 9:30,31.745,30.982,28.815,19.834,13.145,16.555,17.215,17.497,15.54,17.265,18.06,19.344
19/5/2022 10:00,31.671,30.956,28.706,19.821,13.124,16.511,17.148,17.399,15.461,17.207,18.101,20.174
19/5/2022 10:30,31.589,30.961,28.683,19.843,13.141,16.539,17.165,17.366,15.416,17.253,18.956,26.898
19/5/2022 11:00,31.535,30.956,28.701,19.839,13.178,16.612,17.203,17.418,15.511,17.602,23.447,29.64
19/5/2022 11:30,31.576,30.945,28.697,19.834,13.208,16.681,17.286,17.497,15.672,19.412,27.339,30.344
19/5/2022 12:00,31.542,30.956,28.66,19.856,13.229,16.71,17.337,17.627,16.024,24.198,28.788,30.699
19/5/2022 12:30,31.535,30.935,28.633,19.834,13.237,16.767,17.433,17.721,17.18,28.138,29.483,30.912
19/5/2022 13:00,31.427,30.935,28.647,19.839,13.254,16.804,17.5,17.88,19.935,29.682,29.94,30.986
19/5/2022 13:30,31.352,30.972,28.615,19.834,13.254,16.849,17.564,18.263,23.496,30.325,30.225,31.05
19/5/2022 14:00,31.278,30.924,28.583,19.791,13.245,16.828,17.627,19.306,26.736,30.708,30.309,31.113
19/5/2022 14:30,31.217,30.888,28.52,19.748,13.178,16.812,17.69,21.586,28.725,30.963,30.342,31.125
19/5/2022 15:00,31.197,30.867,28.461,19.721,13.153,16.767,17.936,24.172,29.481,31.121,30.329,31.119
19/5/2022 15:30,31.17,30.83,28.42,19.695,13.141,16.763,18.532,25.926,29.79,31.235,30.316,31.154
19/5/2022 16:00,31.129,30.82,28.415,19.678,13.137,16.787,19.621,27.001,30.006,31.268,30.361,31.16
19/5/2022 16:30,31.129,30.799,28.348,19.674,13.104,16.816,21.112,27.654,30.106,31.263,30.355,31.142
19/5/2022 17:00,31.089,30.757,28.325,19.682,13.124,16.882,22.665,28.078,30.162,31.263,30.335,31.154
19/5/2022 17:30,31.089,30.757,28.32,19.682,13.145,17.021,24.169,28.418,30.195,31.301,30.368,31.142
19/5/2022 18:00,31.069,30.746,28.352,19.691,13.178,17.256,25.482,28.661,30.162,31.301,30.368,31.171
19/5/2022 18:30,31.055,30.715,28.348,19.695,13.195,17.709,26.516,28.841,30.145,31.295,30.361,31.154
19/5/2022 19:00,31.062,30.704,28.343,19.708,13.22,18.422,27.234,29.033,30.128,31.257,30.355,31.136
19/5/2022 19:30,31.096,30.71,28.343,19.721,13.279,19.417,27.728,29.203,30.112,31.252,30.394,31.136
19/5/2022 20:00,31.177,30.715,28.316,19.73,13.333,20.694,28.055,29.302,30.056,31.224,30.381,31.131
19/5/2022 20:30,31.258,30.751,28.32,19.73,13.408,22.183,28.362,29.39,30.051,31.208,30.374,31.148
19/5/2022 21:00,31.325,30.772,28.311,19.765,13.505,23.637,28.597,29.372,30.001,31.197,30.361,31.125
19/5/2022 21:30,31.393,30.804,28.311,19.752,13.691,24.98,28.76,29.308,29.984,31.143,30.335,31.113
19/5/2022 22:00,31.433,30.851,28.343,19.817,13.946,26.187,28.88,29.267,29.962,31.132,30.309,31.113
19/5/2022 22:30,31.454,30.924,28.37,19.865,14.299,27.064,29.033,29.243,29.951,31.077,30.283,31.131
19/5/2022 23:00,31.515,30.945,28.415,19.913,14.72,27.709,29.118,29.197,29.906,31.039,30.251,31.108
19/5/2022 23:30,31.637,30.982,28.447,19.97,15.156,28.165,29.181,29.156,29.89,31.007,30.225,31.084
20/5/2022 0:00,31.718,31.008,28.461,20.048,15.585,28.515,29.281,29.097,29.851,30.996,30.192,31.073
20/5/2022 0:30,31.82,31.045,28.461,20.092,15.959,28.806,29.303,29.068,29.829,30.99,30.173,31.033
20/5/2022 1:00,31.922,31.098,28.461,20.158,16.347,29.06,29.297,29.033,29.768,30.952,30.128,31.021
20/5/2022 1:30,31.963,31.156,28.511,20.254,16.725,29.322,29.292,28.951,29.751,30.925,30.063,30.963
20/5/2022 2:00,31.991,31.203,28.542,20.452,17.28,29.605,29.234,28.899,29.679,30.844,30.011,30.912
20/5/2022 2:30,31.427,31.035,28.239,20.197,17.615,29.7,29.16,28.783,29.597,30.768,29.947,30.814
20/5/2022 3:00,29.695,30.82,28.081,19.848,17.468,29.636,29.06,28.684,29.519,30.692,29.876,30.745
20/5/2022 3:30,28.085,30.308,27.476,19.622,17.238,29.542,29.007,28.632,29.442,30.605,29.76,30.682
20/5/2022 4:00,26.396,29.444,26.713,19.084,16.388,29.311,28.912,28.556,29.365,30.53,29.695,30.613
20/5/2022 4:30,24.9,28.087,25.514,18.321,14.546,28.319,28.807,28.475,29.305,30.454,29.625,30.55
20/5/2022 5:00,23.89,26.694,24.293,17.688,12.41,25.17,28.487,28.395,29.255,30.4,29.554,30.47
20/5/2022 5:30,23.241,25.497,23.376,17.199,10.774,19.864,27.661,28.256,29.167,30.314,29.464,30.396
20/5/2022 6:00,22.793,24.655,22.642,16.817,10.017,15.456,26.314,28.003,29.107,30.255,29.413,30.321
20/5/2022 6:30,22.378,24.046,21.987,16.507,9.68,13.043,23.666,27.511,29.063,30.212,29.362,30.27
20/5/2022 7:00,22.065,23.574,21.409,16.247,9.456,11.979,20.031,26.578,28.899,30.121,29.291,30.23
20/5/2022 7:30,21.707,23.222,20.928,16.017,9.274,11.489,16.189,24.974,28.556,30.056,29.227,30.19
20/5/2022 8:00,21.296,22.908,20.48,15.835,9.139,11.207,13.609,21.997,27.277,29.928,29.189,30.116
20/5/2022 8:30,20.944,22.688,20.148,15.659,9.005,11.017,12.388,17.725,24.066,29.597,29.138,30.082
20/5/2022 9:00,20.472,22.433,19.85,15.534,8.892,10.852,11.852,14.501,19.169,28.603,28.915,30.156
20/5/2022 9:30,20.071,22.228,19.611,15.386,8.809,10.704,11.599,12.963,14.709,26.504,28.566,30.088
20/5/2022 10:00,19.756,22.025,19.385,15.25,8.711,10.604,11.424,12.278,12.053,22.516,27.775,29.912
20/5/2022 10:30,19.389,21.844,19.187,15.134,8.642,10.498,11.296,11.939,10.852,17.895,26.148,29.567
20/5/2022 11:00,19.057,21.66,19.031,15.015,8.563,10.392,11.192,11.751,10.318,14.666,23.239,28.86
20/5/2022 11:30,18.739,21.499,18.861,14.911,8.481,10.287,11.078,11.591,10.043,13.085,19.226,26.947
20/5/2022 12:00,18.455,21.33,18.741,14.792,8.412,10.218,10.986,11.506,9.883,12.357,16.074,23.14
20/5/2022 12:30,18.125,21.152,18.617,14.708,8.361,10.136,10.914,11.406,9.775,11.995,14.509,19.167
20/5/2022 13:00,17.861,21.015,18.489,14.594,8.31,10.055,10.822,11.34,9.685,11.803,13.838,16.598
20/5/2022 13:30,17.625,20.861,18.355,14.5,8.253,9.999,10.754,11.214,9.617,11.673,13.528,15.358
20/5/2022 14:00,17.442,20.733,18.254,14.386,8.188,9.925,10.683,11.168,9.551,11.581,13.352,14.798
20/5/2022 14:30,17.327,20.623,18.173,14.307,8.124,9.864,10.622,11.092,9.491,11.483,13.226,14.497
20/5/2022 15:00,30.372,29.717,28.366,18.845,8.934,9.806,10.558,11.058,9.454,11.424,13.109,14.365
20/5/2022 15:30,30.452,29.727,28.289,19.622,12.855,14.643,11.581,11.005,9.428,11.354,13.016,14.394
20/5/2022 16:00,30.626,29.758,28.095,19.488,12.88,15.824,15.516,13.423,9.769,11.302,12.993,14.538
20/5/2022 16:30,30.786,29.774,28.009,19.337,12.765,15.8,16.234,15.789,12.534,12.224,13.203,14.977
20/5/2022 17:00,30.901,29.831,27.987,19.234,12.703,15.737,16.282,16.327,13.914,14.822,15.137,16.598
20/5/2022 17:30,31.069,29.856,27.969,19.178,12.617,15.661,16.246,16.436,14.247,15.791,16.821,19.009
20/5/2022 18:00,31.224,29.934,27.964,19.139,12.568,15.594,16.197,16.454,14.303,16.065,17.751,22.968
20/5/2022 18:30,31.406,29.991,27.987,19.161,12.56,15.586,16.201,16.467,14.327,16.351,20.098,28.531
20/5/2022 19:00,31.616,30.038,27.996,19.182,12.585,15.582,16.242,16.504,14.447,17.316,24.796,29.872
20/5/2022 19:30,31.752,30.115,28.018,19.157,12.593,15.606,16.254,16.554,14.733,20.12,27.718,30.379
20/5/2022 20:00,31.895,30.178,28.054,19.169,12.601,15.63,16.266,16.663,15.486,25.171,28.782,30.647
20/5/2022 20:30,32.059,30.261,28.095,19.182,12.621,15.661,16.311,16.855,17.323,28.53,29.368,30.711
20/5/2022 21:00,32.168,30.339,28.135,19.199,12.642,15.665,16.368,17.209,20.871,29.767,29.747,30.768
20/5/2022 21:30,32.271,30.438,28.144,19.221,12.642,15.709,16.458,18.116,25.016,30.336,29.966,30.774
20/5/2022 22:00,32.381,30.521,28.221,19.251,12.662,15.721,16.639,20.156,28.021,30.73,29.998,30.808
20/5/2022 22:30,32.504,30.589,28.266,19.285,12.687,15.753,17.024,23.155,29.222,30.958,30.044,30.854
20/5/2022 23:00,32.552,30.668,28.339,19.307,12.699,15.808,17.75,25.44,29.668,31.115,30.076,30.871
20/5/2022 23:30,32.607,30.72,28.361,19.35,12.736,15.884,18.984,26.685,29.884,31.192,30.128,30.889
21/5/2022 0:00,32.669,30.804,28.425,19.384,12.777,15.988,20.606,27.431,30.001,31.224,30.167,30.94
21/5/2022 0:30,32.724,30.882,28.479,19.44,12.802,16.144,22.251,27.865,30.045,31.252,30.212,30.969
21/5/2022 1:00,32.745,30.935,28.502,19.479,12.843,16.385,23.714,28.221,30.101,31.273,30.27,30.998
21/5/2022 1:30,32.8,31.008,28.542,19.505,12.88,16.726,25.031,28.481,30.151,31.284,30.309,31.004
21/5/2022 2:00,32.855,31.056,28.588,19.518,12.925,17.202,26.062,28.667,30.145,31.279,30.329,31.038
21/5/2022 2:30,32.918,31.119,28.615,19.557,12.975,17.906,26.831,28.818,30.167,31.273,30.355,31.079
21/5/2022 3:00,32.897,31.182,28.647,19.557,13.012,18.803,27.399,28.957,30.145,31.263,30.387,31.084
21/5/2022 3:30,32.938,31.23,28.66,19.6,13.07,19.899,27.816,29.115,30.134,31.235,30.42,31.067
21/5/2022 4:00,32.987,31.303,28.679,19.596,13.166,21.145,28.112,29.279,30.128,31.235,30.433,31.084
21/5/2022 4:30,32.959,31.362,28.729,19.63,13.262,22.443,28.362,29.396,30.128,31.235,30.426,31.125
21/5/2022 5:00,32.994,31.393,28.738,19.652,13.413,23.727,28.608,29.413,30.117,31.224,30.4,31.165
21/5/2022 5:30,33,31.451,28.802,19.691,13.594,24.985,28.812,29.46,30.128,31.197,30.374,31.177
21/5/2022 6:00,33.014,31.494,28.829,19.726,13.827,26.057,28.98,29.431,30.128,31.181,30.316,31.194
21/5/2022 6:30,33.035,31.552,28.87,19.765,14.122,26.908,29.118,29.496,30.151,31.159,30.303,31.235
21/5/2022 7:00,33.007,31.589,28.938,19.826,14.468,27.602,29.25,29.484,30.167,31.154,30.316,31.223
21/5/2022 7:30,33,31.637,28.989,19.878,14.826,28.129,29.425,29.543,30.201,31.164,30.283,31.183
21/5/2022 8:00,32.938,31.647,29.057,19.926,15.179,28.531,29.557,29.537,30.206,31.186,30.29,31.177
21/5/2022 8:30,32.931,31.663,29.085,19.974,15.549,28.873,29.696,29.531,30.234,31.203,30.27,31.119
21/5/2022 9:00,32.848,31.69,29.13,20.035,15.846,29.118,29.925,29.607,30.234,31.219,30.264,31.084
21/5/2022 9:30,32.697,31.685,29.153,20.088,16.141,29.332,30.011,29.619,30.245,31.241,30.264,31.067
21/5/2022 10:00,32.6,31.658,29.185,20.131,16.361,29.552,30.059,29.637,30.279,31.241,30.277,31.067
21/5/2022 10:30,32.483,31.632,29.204,20.197,16.568,29.684,30.107,29.66,30.307,31.263,30.296,31.067
21/5/2022 11:00,32.387,31.594,29.208,20.254,16.748,29.842,30.15,29.678,30.335,31.301,30.309,31.044
21/5/2022 11:30,32.339,31.568,29.167,20.298,16.911,29.932,30.171,29.731,30.351,31.312,30.335,31.061
21/5/2022 12:00,32.298,31.526,29.176,20.342,17.05,30.021,30.171,29.713,30.374,31.328,30.342,31.056
21/5/2022 12:30,32.237,31.483,29.19,20.382,17.2,30.122,30.214,29.725,30.39,31.361,30.368,31.09
21/5/2022 13:00,32.189,31.473,29.162,20.439,17.313,30.196,30.241,29.761,30.418,31.366,30.387,31.09
21/5/2022 13:30,32.155,31.446,29.158,20.47,17.445,30.233,30.246,29.796,30.452,31.399,30.42,31.119
21/5/2022 14:00,32.12,31.436,29.162,20.563,17.572,30.276,30.263,29.808,30.474,31.437,30.439,31.119
21/5/2022 14:30,32.1,31.404,29.135,20.616,17.686,30.313,30.3,29.825,30.502,31.459,30.472,31.188
21/5/2022 15:00,32.038,31.393,29.144,20.642,17.834,30.34,30.3,29.861,30.541,31.47,30.504,31.194
21/5/2022 15:30,32.045,31.362,29.089,20.664,17.92,30.377,30.273,29.843,30.519,31.437,30.485,31.194
21/5/2022 16:00,32.032,31.309,29.021,20.673,18.006,30.387,30.252,29.831,30.508,31.476,30.465,31.183
21/5/2022 16:30,32.011,31.288,28.989,20.793,18.265,30.473,30.252,29.796,30.485,31.465,30.472,31.177
21/5/2022 17:00,31.997,31.277,28.961,20.842,18.405,30.494,30.236,29.761,30.463,31.448,30.446,31.16
21/5/2022 17:30,31.963,31.23,28.92,20.891,18.492,30.467,30.209,29.778,30.446,31.443,30.452,31.188
21/5/2022 18:00,32.004,31.209,28.884,20.944,18.638,30.462,30.182,29.743,30.452,31.426,30.459,31.148
